PlayerID,Age,Gender,Location,GameGenre,PlayTimeHours,InGamePurchases,GameDifficulty,SessionsPerWeek,AvgSessionDurationMinutes,PlayerLevel,AchievementsUnlocked,EngagementLevel
20027,36,Female,USA,Action,15.63,0,Easy,4,116.7,23,27,Low
20028,24,Female,Other,Sports,38.4,1,Hard,17,115.0,64,40,High
20029,33,Female,USA,Strategy,19.21,0,Medium,13,89.7,38,22,Medium
20030,19,Male,Other,Action,14.72,1,Medium,8,90.2,35,14,Medium
20031,40,Female,Europe,Sports,6.62,0,Easy,3,105.3,1,5,Low
20032,29,Female,USA,Sports,9.37,0,Medium,7,84.4,33,9,Low
20033,24,Male,USA,Sports,10.51,1,Easy,6,125.1,23,6,Medium
20034,41,Female,Other,Strategy,9.9,0,Easy,5,77.6,12,6,Low
20035,17,Female,Asia,Sports,10.63,0,Easy,6,84.7,28,8,Low
20036,35,Female,Other,Action,24.11,0,Easy,13,99.2,19,28,Medium
20037,43,Female,Europe,Strategy,25.04,1,Medium,7,119.4,41,25,Medium
20038,22,Female,Asia,RPG,21.3,1,Medium,12,124.8,42,25,Medium
20039,23,Male,USA,Sports,0.0,0,Easy,1,69.3,1,0,
20040,29,Female,USA,Strategy,1.52,0,Easy,4,101.1,12,0,Low
20041,32,Male,USA,RPG,33.77,0,Hard,17,123.4,64,36,High
20042,19,Female,Europe,Strategy,10.46,0,Easy,4,100.3,6,6,Low
20043,17,Female,USA,Sports,21.58,1,Medium,8,113.8,34,22,Medium
20044,21,Male,USA,Sports,13.84,0,Medium,7,111.0,38,24,Low
20045,19,Female,Asia,RPG,21.41,1,Easy,17,97.3,28,37,High
20046,44,Female,Europe,Action,16.9,1,Easy,7,79.3,21,13,Medium
20047,33,Male,USA,Sports,27.95,1,Medium,11,86.9,59,29,Medium
20048,41,Female,Asia,RPG,12.8,0,Medium,6,88.5,30,15,Medium
20049,49,Female,USA,Sports,0.69,0,Easy,1,106.0,14,4,Low
20050,25,Male,Asia,Action,24.83,0,Medium,17,116.5,57,26,Medium
20051,29,Male,USA,RPG,3.55,0,Easy,2,71.8,5,17,Low
20052,46,Female,Europe,Action,6.27,0,Easy,5,67.3,12,0,Low
20053,30,Female,Other,Sports,23.47,0,Medium,26,97.3,32,29,High
20054,23,Female,Europe,RPG,32.86,1,Medium,19,122.0,45,37,High
20055,29,Male,Asia,Strategy,22.15,0,Medium,12,83.1,50,25,Medium
20056,38,Male,USA,Action,8.24,0,Easy,6,135.5,16,8,Low
20057,36,Female,Europe,Sports,22.28,0,Medium,10,118.5,45,11,Medium
20058,31,Female,USA,Sports,10.23,0,Easy,5,88.8,26,4,Low
20059,33,Female,Europe,Action,25.17,1,Medium,9,129.7,35,30,Medium
20060,39,Male,Asia,RPG,35.78,1,Hard,21,99.9,60,51,High
20061,41,Male,Other,Strategy,10.46,1,Easy,10,107.6,4,4,Medium
20062,40,Male,Europe,Sports,11.09,1,Easy,4,75.8,23,8,Low
20063,44,Female,USA,Action,17.95,1,Medium,16,102.8,30,19,Medium
20064,30,Female,USA,Action,4.78,0,Easy,4,93.3,1,5,Low
20065,16,Female,USA,Strategy,4.74,0,Easy,2,87.5,12,1,Low
20066,40,Male,Asia,Strategy,29.72,0,Hard,16,84.9,74,45,Medium
20067,22,Female,Asia,Sports,12.94,0,Medium,6,90.9,33,9,Medium
20068,24,Male,Other,Strategy,32.67,1,Medium,14,98.0,49,33,High
20069,39,Female,USA,Action,8.92,1,Easy,6,97.3,13,11,Low
20070,16,Male,Other,RPG,21.11,0,Medium,15,112.0,37,27,High
20071,23,Female,USA,RPG,34.8,1,Hard,15,114.7,63,37,High
20072,39,Female,Europe,Action,13.15,0,Easy,11,86.4,16,17,Medium
20073,26,Male,Europe,Action,14.44,0,Easy,5,120.8,22,15,Medium
20074,32,Female,Europe,Action,13.94,1,Easy,7,120.8,24,13,Medium
20075,23,Male,USA,Sports,16.62,0,Easy,5,131.0,14,15,Medium
20076,48,Female,Europe,Action,6.72,0,Easy,3,81.8,19,8,Low
20077,20,Female,USA,Strategy,23.13,1,Medium,7,121.5,43,23,Medium
20078,43,Female,Other,Action,17.2,0,Easy,12,79.2,25,19,Medium
20079,22,Male,Asia,Action,16.28,1,Easy,8,101.7,24,13,Medium
20080,24,Female,Europe,Sports,18.98,0,Easy,11,112.2,24,17,Medium
20081,23,Male,USA,Action,18.07,1,Medium,9,120.0,35,18,Medium
20082,27,Female,USA,Strategy,8.21,0,Easy,7,93.1,9,2,Low
20083,49,Female,Other,Strategy,7.43,0,Easy,4,83.1,21,14,Low
20084,48,Male,Other,Strategy,10.77,0,Medium,8,91.9,31,12,Medium
20085,38,Female,Asia,Action,17.5,1,Medium,8,123.9,34,19,Medium
20086,39,Female,Other,Sports,26.68,1,Medium,16,81.2,41,39,High
20087,37,Male,Asia,Sports,24.5,1,Medium,13,81.8,39,31,Medium
20088,42,Male,Asia,Sports,28.49,1,Medium,15,89.0,40,32,High
20089,16,Female,Other,Strategy,22.75,0,Medium,13,135.3,42,21,Medium
20090,29,Male,Asia,Sports,6.21,0,Easy,2,81.7,9,8,Low
20091,18,Male,Europe,Action,9.14,0,Medium,5,79.0,32,8,Low
20092,16,Female,Asia,Action,11.64,1,Easy,3,95.4,9,15,Low
20093,20,Male,USA,RPG,23.48,0,Medium,10,105.3,36,18,Medium
20094,41,Male,USA,Strategy,12.74,1,Easy,4,61.3,18,13,Medium
20095,29,Female,USA,RPG,35.6,1,Hard,15,83.0,61,31,Medium
20096,42,Male,Other,RPG,27.34,0,Medium,16,98.3,39,29,High
20097,24,Male,USA,Strategy,11.65,1,Easy,4,99.5,29,5,Low
20098,30,Female,Other,Strategy,5.81,0,Easy,2,74.2,16,1,Low
20099,30,Female,USA,RPG,37.17,1,Hard,18,116.1,65,40,High
20100,41,Male,Asia,Action,9.25,0,Easy,7,116.2,2,12,Medium
20101,28,Female,Other,RPG,10.82,0,Easy,10,54.6,14,13,Medium
20102,47,Male,USA,Strategy,24.66,1,Medium,11,98.1,50,20,High
20103,47,Male,Asia,Action,45.34,1,Hard,9,106.3,62,44,High
20104,19,Male,Other,RPG,19.29,0,Easy,7,92.5,25,12,Medium
20105,45,Male,Asia,RPG,28.71,1,Medium,8,97.9,54,26,High
20106,38,Female,Asia,RPG,26.18,1,Medium,14,126.5,33,28,High
20107,30,Female,Asia,Strategy,22.82,0,Easy,7,117.2,24,25,High
20108,44,Male,Other,RPG,25.58,1,Medium,16,118.0,36,29,High
20109,28,Female,Other,Strategy,14.5,0,Medium,5,81.5,46,7,Low
20110,47,Male,Europe,Action,20.67,0,Easy,15,119.8,23,23,Medium
20111,22,Male,Europe,Sports,40.62,0,Medium,17,145.2,52,38,High
20112,37,Female,Europe,Action,19.25,1,Medium,9,75.2,50,19,Medium
20113,43,Female,Europe,RPG,16.37,0,Medium,8,78.4,33,17,Medium
20114,17,Male,Other,Strategy,16.79,0,Medium,6,112.3,34,19,Medium
20115,21,Female,Europe,RPG,5.89,0,Easy,4,81.4,1,12,Low
20116,43,Male,USA,Action,23.35,0,Easy,5,111.4,25,16,Medium
20117,43,Female,Europe,Sports,7.31,0,Easy,5,106.7,18,15,Low
20118,35,Female,USA,Sports,28.68,1,Medium,8,113.8,34,28,High
20119,45,Male,USA,Strategy,4.84,0,Easy,2,73.4,20,2,Low
20120,26,Female,Asia,Action,28.29,0,Medium,15,147.9,36,33,High
20121,43,Female,Asia,Action,16.84,0,Medium,8,87.1,37,14,Medium
20122,40,Male,Asia,Strategy,8.36,1,Easy,8,124.7,14,9,Low
20123,48,Male,Europe,Strategy,18.73,1,Easy,13,101.8,27,13,Medium
20124,16,Male,Other,Strategy,17.1,1,Easy,8,136.6,16,21,Medium
20125,42,Male,USA,RPG,25.7,1,Hard,5,95.2,66,19,Medium
20126,28,Male,Other,RPG,34.06,0,Medium,12,122.8,48,43,Medium
20127,18,Male,Other,Strategy,33.91,1,Hard,9,128.7,64,34,Medium
20128,21,Female,Europe,Strategy,2.36,0,Easy,2,83.0,1,0,Low
20129,23,Male,Other,Sports,22.91,1,Medium,10,122.0,54,24,Medium
20130,42,Male,Other,Sports,10.34,0,Easy,6,90.9,29,12,Low
20131,24,Male,Asia,RPG,14.12,0,Easy,6,101.1,26,11,Low
20132,48,Female,Asia,Sports,9.58,1,Easy,5,74.5,13,12,Low
20133,39,Male,USA,Strategy,4.09,1,Easy,2,77.0,19,3,Low
20134,30,Male,USA,Action,14.04,1,Easy,7,121.9,19,16,Medium
20135,47,Female,Asia,Strategy,3.89,0,Easy,5,99.1,15,22,Low
20136,47,Female,Europe,Sports,23.63,1,Medium,11,125.0,44,33,Medium
20137,39,Male,Europe,RPG,43.95,0,Hard,18,115.5,81,43,High
20138,27,Female,USA,Strategy,32.75,1,Medium,21,118.6,54,37,High
20139,17,Female,Asia,Strategy,11.41,1,Easy,6,110.3,8,10,Low
20140,18,Male,Europe,Sports,7.18,1,Easy,6,67.3,1,0,Low
20141,32,Male,Other,Action,27.2,1,Medium,12,109.8,34,24,Medium
20142,17,Male,USA,Strategy,17.62,0,Medium,13,105.9,44,18,Medium
20143,17,Female,USA,RPG,17.2,1,Medium,13,105.4,39,22,Medium
20144,43,Male,Other,RPG,13.61,0,Medium,4,122.0,34,11,Low
20145,38,Female,Other,Action,18.66,0,Easy,10,81.3,21,20,Medium
20146,47,Male,USA,Sports,24.63,0,Medium,15,92.8,46,25,High
20147,48,Female,Other,Action,14.57,0,Easy,8,105.3,17,13,Medium
20148,16,Male,Europe,RPG,2.77,0,Easy,12,108.7,8,0,Medium
20149,34,Female,USA,Strategy,17.14,0,Easy,13,131.9,19,19,Medium
20150,17,Male,Europe,RPG,8.16,0,Easy,10,105.4,20,12,Medium
20151,41,Male,USA,Action,16.9,1,Easy,5,130.1,23,15,Medium
20152,47,Male,Europe,RPG,17.17,1,Medium,5,96.9,39,12,Low
20153,21,Female,Asia,Sports,8.21,0,Easy,8,86.1,23,17,High
20154,47,Female,Europe,Action,6.87,0,Easy,8,92.6,12,7,Low
20155,19,Male,Other,RPG,20.37,0,Easy,8,110.1,19,23,Medium
20156,26,Female,Asia,Strategy,26.14,1,Medium,13,106.0,41,30,High
20157,32,Male,USA,Strategy,17.55,0,Medium,7,82.4,32,19,Medium
20158,39,Female,Europe,Action,12.82,0,Easy,4,111.3,21,11,Low
20159,20,Male,USA,Strategy,22.15,1,Medium,12,124.2,40,20,Medium
20160,49,Female,Asia,Action,31.4,0,Medium,24,125.5,58,37,High
20161,21,Female,Other,Strategy,5.54,0,Easy,17,100.9,5,16,High
20162,37,Female,Other,RPG,24.75,1,Medium,10,91.2,47,29,Medium
20163,26,Female,Other,Strategy,35.62,1,Hard,10,123.5,67,35,High
20164,31,Female,USA,RPG,30.17,0,Medium,14,94.0,55,28,Medium
20165,48,Male,Other,Action,25.0,0,Medium,8,121.8,54,29,Medium
20166,24,Female,Other,Strategy,26.6,1,Medium,12,75.6,37,32,High
20167,21,Female,USA,Sports,23.64,1,Easy,9,100.1,25,30,Medium
20168,31,Female,USA,Sports,23.77,0,Medium,10,67.9,51,25,Medium
20169,44,Female,Asia,Sports,13.29,1,Easy,7,97.1,25,20,Medium
20170,18,Male,Other,Strategy,32.88,1,Medium,18,128.8,54,35,Medium
20171,35,Female,Asia,RPG,28.11,0,Hard,9,118.4,61,37,Medium
20172,34,Female,Europe,Action,33.51,0,Medium,8,106.1,42,31,Medium
20173,41,Male,Europe,Strategy,13.05,0,Easy,9,93.8,15,23,Low
20174,18,Male,Europe,Action,15.94,0,Medium,7,59.8,43,16,Medium
20175,34,Female,Europe,Action,11.01,1,Easy,5,67.0,16,8,Low
20176,35,Male,USA,Strategy,26.28,0,Medium,15,111.5,36,29,Medium
20177,47,Female,Asia,RPG,33.71,0,Medium,9,130.6,59,32,Medium
20178,22,Female,Asia,Sports,28.31,1,Medium,10,118.1,55,27,High
20179,48,Male,USA,Action,20.09,1,Medium,9,109.9,31,19,Medium
20180,33,Female,Europe,Action,21.55,0,Medium,6,148.4,38,21,Medium
20181,16,Male,Asia,Strategy,15.66,0,Medium,14,97.7,31,14,Medium
20182,26,Male,Other,Action,21.38,1,Medium,14,72.5,42,29,Medium
20183,43,Female,USA,Strategy,12.6,0,Easy,7,94.5,29,3,Medium
20184,40,Female,USA,Action,10.5,1,Easy,12,92.8,24,14,Medium
20185,38,Male,Other,RPG,22.72,0,Easy,10,139.6,29,33,High
20186,46,Female,Europe,RPG,40.02,1,Hard,18,143.5,63,42,High
20187,45,Male,Europe,Sports,29.21,1,Medium,14,111.7,38,31,High
20188,22,Male,Asia,Sports,17.65,1,Medium,9,107.1,41,11,Medium
20189,31,Male,Other,RPG,18.68,0,Easy,6,113.2,29,22,Medium
20190,41,Male,Asia,Sports,39.99,1,Hard,10,127.2,66,39,Medium
20191,17,Female,Europe,Sports,17.04,1,Easy,6,107.5,29,15,Medium
20192,16,Female,Asia,Sports,5.84,0,Easy,7,102.5,8,0,Low
20193,27,Female,Other,RPG,35.61,1,Medium,22,123.9,57,41,High
20194,20,Female,Other,Sports,25.51,0,Medium,8,99.2,31,25,Medium
20195,47,Female,Other,Strategy,48.49,1,Hard,13,127.8,72,50,High
20196,24,Female,Europe,Sports,18.03,0,Medium,7,111.0,31,26,Medium
20197,34,Male,USA,Strategy,22.11,0,Medium,15,90.2,43,28,Medium
20198,31,Female,USA,Sports,20.0,0,Easy,11,120.0,26,10,Medium
20199,18,Male,USA,Strategy,18.5,1,Medium,7,101.4,48,22,Medium
20200,35,Male,Asia,Sports,18.25,1,Easy,9,121.8,17,19,Medium
20201,39,Male,Other,Strategy,45.17,1,Hard,4,127.1,84,32,High
20202,48,Female,Europe,Sports,22.51,1,Easy,11,107.1,28,30,Medium
20203,39,Male,USA,Strategy,7.84,1,Easy,3,57.3,3,8,Low
20204,26,Female,USA,RPG,18.9,0,Easy,9,75.2,27,18,Medium
20205,23,Male,Asia,Action,11.01,0,Easy,5,155.7,28,10,Low
20206,35,Female,Asia,Action,19.38,0,Easy,5,101.1,16,13,Medium
20207,40,Female,USA,RPG,16.32,0,Easy,12,118.3,24,8,Medium
20208,40,Female,Other,RPG,19.5,0,Medium,9,117.3,36,18,Medium
20209,44,Female,Other,Strategy,0.0,0,Easy,1,133.0,1,5,
20210,33,Female,Asia,Strategy,40.95,1,Hard,14,124.7,63,46,High
20211,33,Male,Asia,Sports,13.16,0,Medium,9,106.7,30,16,Medium
20212,17,Female,Other,Sports,22.48,0,Medium,10,124.2,47,23,Medium
20213,31,Female,Asia,Action,19.61,0,Medium,15,115.2,32,17,High
20214,48,Male,Asia,Action,33.07,1,Medium,17,75.9,58,36,High
20215,19,Female,Other,Strategy,15.54,0,Medium,11,83.3,34,16,Medium
20216,48,Female,Other,Strategy,21.85,0,Easy,18,140.3,26,21,High
20217,29,Female,Europe,RPG,20.52,1,Medium,9,106.6,35,25,Medium
20218,36,Female,Asia,Strategy,51.1,1,Hard,11,136.8,65,39,High
20219,35,Female,Asia,Sports,14.1,1,Medium,9,66.8,40,18,Medium
20220,23,Male,Europe,RPG,36.67,1,Hard,15,135.2,69,43,High
20221,22,Female,Asia,Strategy,20.75,1,Medium,4,121.3,31,13,Medium
20222,18,Male,Asia,Sports,8.81,1,Easy,6,115.0,21,7,Low
20223,32,Female,USA,Sports,18.71,0,Easy,10,120.3,7,22,Medium
20224,48,Male,USA,Action,1.98,0,Easy,3,59.6,25,0,Low
20225,27,Male,USA,RPG,8.19,1,Easy,9,118.8,10,15,Low
20226,37,Male,Europe,Action,20.7,1,Medium,9,48.6,42,25,Medium
20227,37,Female,Asia,RPG,15.58,1,Easy,10,95.1,17,15,Medium
20228,45,Female,Europe,RPG,29.3,1,Hard,10,98.5,65,33,High
20229,23,Male,Europe,Action,16.53,1,Medium,13,110.1,31,22,High
20230,42,Female,Asia,Action,6.37,0,Easy,9,70.5,1,6,Medium
20231,42,Female,Other,Strategy,5.03,1,Easy,5,59.9,16,10,Low
20232,49,Male,Other,RPG,2.5,0,Easy,1,101.0,9,2,Low
20233,36,Female,Asia,Strategy,14.37,1,Easy,7,108.3,16,18,Medium
20234,45,Male,Other,RPG,18.2,0,Medium,4,108.0,39,14,Medium
20235,48,Female,USA,Sports,7.44,1,Easy,10,84.3,13,17,Medium
20236,43,Male,Asia,Strategy,26.95,0,Medium,14,111.6,53,29,High
20237,48,Female,Europe,Action,13.75,1,Easy,5,89.9,19,14,Medium
20238,20,Female,USA,Sports,12.61,0,Easy,8,77.2,21,25,Low
20239,34,Male,Europe,Action,24.92,1,Medium,12,95.1,42,27,Medium
20240,19,Male,Other,Sports,15.6,0,Medium,7,94.2,32,19,Medium
20241,32,Female,Asia,Sports,29.71,0,Medium,8,87.9,47,27,Medium
20242,43,Male,USA,Strategy,28.48,1,Medium,11,126.6,55,27,Medium
20243,45,Male,Asia,Action,22.72,1,Easy,15,134.6,22,18,High
20244,44,Male,USA,Strategy,22.64,1,Medium,8,131.2,57,28,Medium
20245,21,Male,USA,Sports,33.71,0,Hard,20,124.1,65,40,High
20246,39,Male,USA,RPG,25.89,0,Medium,15,128.1,52,28,Medium
20247,44,Female,Asia,RPG,25.13,1,Medium,12,121.3,44,29,Medium
20248,46,Male,USA,Sports,4.52,0,Easy,1,94.4,4,7,Low
20249,48,Male,USA,Action,1.82,0,Easy,1,99.8,16,0,Low
20250,36,Male,Asia,Action,4.33,0,Easy,3,107.8,17,4,Low
20251,47,Male,Europe,Action,18.93,1,Easy,5,116.2,29,10,Medium
20252,38,Female,Other,RPG,29.99,0,Medium,10,111.4,48,35,Medium
20253,48,Male,Asia,Strategy,32.07,1,Medium,13,125.3,51,33,Medium
20254,18,Female,Asia,Action,16.85,0,Easy,11,106.8,21,18,Medium
20255,33,Female,USA,Strategy,33.06,1,Hard,13,127.0,60,43,High
20256,40,Male,Asia,Action,27.98,1,Medium,15,91.3,44,35,High
20257,46,Male,Asia,Action,18.98,0,Medium,10,129.7,37,25,Medium
20258,18,Female,Other,Action,20.79,1,Medium,8,91.0,38,25,Medium
20259,39,Female,Asia,Strategy,23.87,1,Easy,8,90.4,23,25,Medium
20260,47,Female,USA,Strategy,20.35,1,Medium,15,139.1,47,21,High
20261,37,Male,Other,Strategy,23.15,0,Hard,12,98.3,61,20,Medium
20262,38,Female,Asia,Sports,26.91,0,Medium,10,107.1,38,22,Medium
20263,17,Male,USA,RPG,13.64,0,Easy,9,103.6,25,13,Medium
20264,42,Female,Other,Sports,23.0,1,Medium,14,117.2,54,23,Medium
20265,17,Female,Asia,RPG,18.88,0,Medium,7,149.4,38,6,Medium
20266,41,Male,USA,Sports,14.62,0,Easy,7,92.9,9,17,Low
20267,32,Male,Other,RPG,11.95,1,Easy,10,120.5,20,17,Medium
20268,48,Female,USA,Strategy,13.9,0,Easy,3,87.3,22,14,Low
20269,24,Male,Other,RPG,14.31,1,Easy,10,91.5,18,32,Medium
20270,44,Male,Asia,Action,12.03,0,Easy,11,98.7,21,15,Medium
20271,41,Female,Europe,Strategy,13.0,0,Medium,6,106.1,31,18,Medium
20272,40,Male,Other,Sports,23.93,1,Medium,20,72.8,32,33,High
20273,39,Male,Asia,Action,34.8,1,Hard,15,114.7,68,30,High
20274,28,Female,Other,Action,13.37,1,Medium,10,109.1,35,17,Medium
20275,22,Female,Europe,Strategy,32.01,1,Medium,16,85.4,50,32,High
20276,35,Male,USA,Action,3.42,0,Easy,4,86.9,1,10,Low
20277,16,Male,Europe,Strategy,13.35,1,Medium,8,114.9,38,14,Low
20278,23,Male,Europe,RPG,11.93,0,Easy,13,110.5,3,8,Medium
20279,31,Female,USA,Strategy,12.63,0,Medium,3,80.6,34,12,Low
20280,29,Female,Europe,Strategy,18.38,0,Medium,5,115.3,40,21,Medium
20281,27,Male,Asia,Sports,19.94,0,Medium,12,139.3,46,18,Medium
20282,38,Male,Other,Action,15.33,0,Easy,4,67.1,2,12,Medium
20283,30,Male,Europe,Sports,18.26,1,Medium,19,142.1,33,20,High
20284,43,Female,Other,Sports,20.29,1,Easy,14,118.7,26,18,Medium
20285,49,Female,Other,Sports,17.08,0,Medium,14,90.2,32,21,Medium
20286,17,Male,USA,Sports,15.37,1,Medium,10,121.8,31,23,Medium
20287,47,Male,Europe,Sports,11.44,0,Medium,8,111.5,41,11,Low
20288,38,Male,USA,Action,33.1,1,Medium,17,125.1,43,35,High
20289,37,Male,USA,Action,8.95,0,Easy,4,86.9,11,8,Low
20290,40,Female,Other,Action,25.04,1,Medium,10,97.7,31,26,Medium
20291,37,Male,Asia,Sports,18.13,1,Medium,15,97.1,37,20,Medium
20292,37,Male,Other,Action,18.18,1,Medium,10,122.7,50,13,High
20293,21,Female,USA,Sports,20.82,1,Medium,8,128.5,37,22,Medium
20294,30,Male,Europe,Action,23.84,1,Medium,15,121.1,37,34,Medium
20295,48,Male,Asia,Action,17.32,0,Medium,9,89.6,45,14,Low
20296,23,Male,Asia,Action,16.24,0,Medium,19,91.3,37,19,High
20297,20,Male,Europe,Action,20.26,0,Easy,4,112.6,11,28,Medium
20298,19,Male,Europe,Strategy,12.76,1,Medium,9,96.0,33,9,Medium
20299,21,Male,Asia,Action,12.0,1,Easy,6,68.3,19,13,Medium
20300,47,Female,USA,Action,19.32,1,Easy,13,103.5,22,24,Medium
20301,45,Male,Asia,Strategy,9.82,0,Medium,2,79.8,34,6,Low
20302,31,Female,Asia,RPG,15.73,1,Easy,10,101.1,19,7,High
20303,28,Female,Asia,RPG,8.79,0,Easy,7,127.3,8,5,Medium
20304,45,Female,USA,Strategy,35.12,1,Medium,14,123.8,45,37,High
20305,34,Female,Europe,RPG,14.35,0,Easy,6,122.7,16,12,Low
20306,32,Male,Europe,Action,17.2,0,Easy,12,123.7,23,31,Medium
20307,34,Male,Europe,Sports,31.06,1,Medium,9,104.0,53,32,Medium
20308,43,Male,USA,Sports,30.82,1,Medium,17,142.0,43,29,Medium
20309,41,Male,USA,Action,16.98,1,Easy,8,93.7,28,15,Medium
20310,41,Female,Europe,Action,10.58,0,Easy,4,80.2,16,13,Low
20311,38,Female,Other,RPG,14.8,0,Easy,4,89.3,28,24,Medium
20312,24,Female,Other,Strategy,35.97,1,Hard,19,132.9,68,39,High
20313,27,Male,Europe,Sports,42.84,1,Hard,16,114.7,64,45,High
20314,16,Female,Other,Action,6.01,0,Easy,3,71.2,15,5,Low
20315,16,Male,Other,Strategy,8.51,0,Easy,8,82.5,13,4,Medium
20316,49,Female,Europe,Strategy,4.94,1,Easy,2,111.8,23,7,Low
20317,47,Male,Europe,Action,11.46,0,Easy,7,112.0,10,6,Medium
20318,40,Female,USA,Strategy,14.69,1,Medium,6,121.1,48,16,Medium
20319,16,Female,Other,Sports,11.69,0,Easy,5,97.6,11,9,Low
20320,31,Male,Other,Sports,36.55,1,Hard,19,117.5,76,30,High
20321,20,Female,Europe,Strategy,32.53,1,Medium,17,95.2,48,38,High
20322,37,Female,Asia,Action,23.01,0,Medium,12,125.5,34,33,Medium
20323,44,Male,Europe,Strategy,19.01,0,Easy,13,103.2,24,16,Medium
20324,18,Female,USA,RPG,26.71,1,Medium,11,85.5,37,29,High
20325,27,Female,Asia,Action,15.69,0,Easy,6,68.5,18,17,Low
20326,41,Female,Asia,Action,19.23,0,Medium,10,118.7,38,24,Medium
20327,31,Female,Asia,Action,14.33,0,Easy,7,85.9,15,17,Medium
20328,37,Male,USA,Sports,17.81,1,Easy,19,124.2,10,21,High
20329,44,Male,Other,Action,7.89,0,Easy,3,101.7,6,7,Low
20330,29,Female,Europe,Action,16.48,0,Medium,9,103.9,33,24,Medium
20331,43,Male,USA,Sports,12.53,0,Medium,5,101.5,34,12,Low
20332,20,Female,USA,Sports,17.33,0,Medium,13,119.0,51,31,Medium
20333,45,Male,Asia,Sports,25.17,1,Medium,12,82.8,48,31,Medium
20334,20,Female,Asia,Action,13.88,0,Medium,3,72.5,41,10,Medium
20335,27,Female,USA,Action,11.67,0,Medium,5,74.2,35,12,Low
20336,31,Male,Other,Sports,14.94,0,Easy,10,83.5,13,23,Medium
20337,41,Female,Asia,Sports,16.61,0,Medium,10,113.7,38,11,Medium
20338,41,Female,USA,RPG,21.83,0,Medium,11,82.8,39,25,Medium
20339,36,Female,Asia,Sports,26.69,0,Hard,27,117.5,64,32,High
20340,48,Female,Europe,Strategy,18.27,1,Easy,13,103.2,26,23,Medium
20341,45,Male,Europe,RPG,39.7,1,Hard,14,105.8,76,43,Medium
20342,38,Male,Europe,Sports,17.26,0,Medium,9,109.4,47,17,Medium
20343,25,Male,Asia,Sports,23.07,1,Medium,17,128.0,41,26,High
20344,20,Male,Asia,Sports,18.55,0,Medium,12,117.0,46,18,Medium
20345,49,Female,Other,Sports,21.47,0,Easy,17,113.4,28,28,Medium
20346,46,Female,Europe,Strategy,20.39,1,Medium,16,94.7,39,24,High
20347,25,Female,Other,Sports,19.39,0,Medium,10,133.7,50,31,Medium
20348,34,Female,USA,Action,22.68,1,Medium,10,107.5,50,22,Medium
20349,47,Male,USA,RPG,7.65,0,Easy,8,150.8,16,15,Medium
20350,16,Male,Europe,Sports,20.78,1,Easy,10,114.8,18,17,Medium
20351,20,Male,Other,Action,37.53,1,Medium,17,115.5,46,29,High
20352,19,Female,Asia,Strategy,22.24,0,Easy,15,106.7,24,24,High
20353,31,Female,Other,RPG,16.96,0,Easy,10,124.0,29,19,Medium
20354,39,Female,USA,Sports,20.23,1,Medium,19,87.3,32,20,High
20355,31,Female,Other,RPG,17.14,1,Easy,15,85.3,25,15,Medium
